,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,mileage,engine_size,horsepower,Seats,Price,Age
2860,Tata Bolt Quadrajet XM,2017,98500,Diesel,Manual,First,22.95,1248,74,5,6,6
2861,Hyundai Grand i10 Asta,2016,61578,Petrol,Manual,First,18.9,1197,82,5,6.4,7
2862,Volkswagen Vento 1.5 TDI Highline,2014,54000,Diesel,Manual,First,20.34,1498,103.2,5,4.9,9
2863,Audi A6 2011-2015 2.0 TDI,2013,70998,Diesel,Automatic,First,17.68,1968,174.33,5,20.57,10
2864,Maruti Swift Dzire Ldi BSIV,2015,40082,Diesel,Manual,First,19.3,1248,73.9,5,4.76,8
2865,Chevrolet Spark 1.0 LT,2012,50619,Petrol,Manual,First,18,995,62,5,2,11
2866,BMW 3 Series 320d,2009,103905,Diesel,Automatic,First,22.69,1995,190,5,9.92,14
2867,Hyundai EON Era Plus,2018,15334,Petrol,Manual,First,21.1,814,55.2,5,3.69,5
2868,Maruti Swift Dzire VDI,2013,69000,Diesel,Manual,First,23.4,1248,74,5,5.75,10
2869,Volkswagen CrossPolo 1.5 TDI,2014,75160,Diesel,Manual,First,20.14,1498,88.5,5,5.7,9
2870,Honda Amaze E i-Vtech,2014,44753,Petrol,Manual,First,18,1198,86.7,5,4.94,9
2871,Volkswagen Vento Petrol Highline AT,2012,53024,Petrol,Automatic,First,14.4,1598,103.6,5,4.29,11
2872,Maruti Wagon R Stingray VXI,2014,23840,Petrol,Manual,First,20.51,998,67.04,5,3,9
2873,Volkswagen Polo 1.5 TDI Highline,2014,81298,Diesel,Manual,First,20.14,1498,88.8,5,6.5,9
2874,Volkswagen Polo Petrol Comfortline 1.2L,2015,59000,Petrol,Manual,Second,16.47,1198,73.9,5,4.9,8
2875,Honda Amaze SX i-DTEC,2016,51806,Diesel,Manual,First,25.8,1498,98.6,5,5.4,7
2876,Audi A6 35 TDI Matrix,2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5,24,9
2877,Tata Tigor 1.05 Revotorq XZ Option,2019,29279,Diesel,Manual,First,24.7,1047,69,5,7.46,4
2878,Volkswagen Vento 1.5 TDI Highline AT,2017,33550,Diesel,Automatic,First,21.5,1498,108.5,5,9.6,6
2879,Audi A6 35 TDI Matrix,2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5,25,9
2880,Nissan Terrano XL 110 PS,2014,66000,Diesel,Manual,First,19.01,1461,108.5,5,6.8,9
2881,Skoda Rapid 1.5 TDI AT Elegance,2016,46630,Diesel,Automatic,First,21.66,1498,103.52,5,8.59,7
2882,Ford Figo Aspire 1.5 TDCi Trend,2016,72566,Diesel,Manual,First,25.83,1498,99,5,5.29,7
2883,Tata Venture EX,2011,51482,Diesel,Manual,First,15.42,1405,70,8,2.5,12
2884,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,90000,Diesel,Automatic,First,14.84,2143,167.62,5,13.9,12
2885,Toyota Fortuner 4x2 Manual,2014,69000,Diesel,Manual,Second,13,2982,168.5,7,20,9
2886,Honda City 1.5 V MT,2011,90000,Petrol,Manual,Second,17,1497,118,5,3.4,12
2887,Hyundai i20 Asta Option 1.2,2015,39000,Petrol,Manual,First,18.6,1197,81.83,5,5.5,8
2888,Volkswagen Vento Diesel Trendline,2012,110000,Diesel,Manual,Second,20.54,1598,103.6,5,3.65,11
2889,Ford Endeavour 2.5L 4X2 MT,2011,68022,Diesel,Manual,First,13.1,2499,141,7,5.86,12
2890,Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,27852,Petrol,Automatic,First,14.8,1497,121.36,5,10.44,5
2891,Maruti Swift VDI BSIV,2013,58291,Diesel,Manual,First,17.8,1248,null ,5,5,10
2892,Hyundai i20 Sportz Diesel,2011,68439,Diesel,Manual,First,23,1396,90,5,3.37,12
2893,Toyota Innova 2.5 VX (Diesel) 8 Seater,2011,150000,Diesel,Manual,First,12.99,2494,100.6,8,6.95,12
2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,14000,Diesel,Manual,First,21.5,1497,108.5,5,9.9,5
2895,Ford Figo Diesel Titanium,2012,71558,Diesel,Manual,First,20,1399,68.05,5,3.3,11
2896,Porsche Panamera Diesel,2013,48000,Diesel,Automatic,Second,17.85,2967,300,4,50.5,10
2897,Hyundai Creta 1.6 CRDi AT SX Plus,2015,65800,Diesel,Automatic,First,17.01,1582,126.2,5,12.5,8
2898,Audi A4 2.0 TDI Multitronic,2014,53000,Diesel,Automatic,First,16.55,1968,140,5,20.5,9
2899,Mahindra XUV500 W8 4WD,2017,14600,Diesel,Manual,First,16,2179,140,7,14.5,6
2900,Isuzu MUX 4WD,2017,34429,Diesel,Automatic,First,13.8,2999,174.57,7,20,6
2901,Maruti Swift Dzire VDI,2014,52000,Diesel,Manual,First,23.4,1248,74,5,5.25,9
2902,Maruti Ciaz ZXi,2015,25470,Petrol,Manual,First,20.73,1373,91.1,5,5.9,8
2903,Hyundai EON Era Plus,2013,22000,Petrol,Manual,First,21.1,814,55.2,5,2.6,10
2904,Mercedes-Benz E-Class 280 CDI,2007,75000,Diesel,Automatic,First,11,2987,198.5,5,11,16
2905,BMW 5 Series 2003-2012 520d,2011,95995,Diesel,Automatic,First,18.48,1995,177,5,15.5,12
2906,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,26877,Diesel,Manual,First,24,1186,73.97,5,5.75,6
2907,Jaguar XJ 3.0L Portfolio,2015,26000,Diesel,Automatic,First,14.47,2993,301.73,5,75,8
2908,Maruti Swift Ldi BSIII,2007,140000,Diesel,Manual,Second,17.8,1248,75,5,2,16
2909,Hyundai Santro Xing GLS,2008,95291,Petrol,Manual,First,17.92,1086,62.1,5,2.3,15
2910,Toyota Innova 2.5 V Diesel 8-seater,2009,135000,Diesel,Manual,Second,12.8,2494,102,8,8.2,14
2911,Hyundai i20 Sportz 1.2,2015,32000,Petrol,Manual,First,18.6,1197,81.83,5,4.8,8
2912,Mercedes-Benz E-Class 280 CDI,2008,68333,Diesel,Automatic,Second,11,2987,198.5,5,8.5,15
2913,Ford Figo Diesel ZXI,2011,72000,Diesel,Manual,First,20,1399,68,5,2.9,12
2914,Toyota Corolla Altis 1.4 DG,2012,52100,Diesel,Manual,First,21.43,1364,86.79,5,6.5,11
2915,Hyundai Grand i10 1.2 Kappa Sportz,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5,5.85,5
2916,Jeep Compass 2.0 Limited 4X4,2019,6261,Diesel,Manual,First,16.3,1956,170,5,23.91,4
2917,Maruti Ignis 1.2 AMT Alpha,2019,3906,Petrol,Automatic,First,20.89,1197,81.8,5,7.36,4
2918,Toyota Fortuner 3.0 Diesel,2014,55960,Diesel,Manual,First,11.5,2982,171,7,17.25,9
2919,Volkswagen Vento Diesel Highline,2013,144000,Diesel,Manual,First,20.54,1598,103.6,5,7,10
2920,Toyota Innova Crysta 2.4 VX MT,2017,38000,Diesel,Manual,First,13.68,2393,147.8,7,17.65,6
2921,Ford Figo Diesel Celebration Edition,2013,51000,Diesel,Manual,First,20,1399,68.1,5,2.5,10
2922,Toyota Platinum Etios 1.4 GXD,2015,150000,Diesel,Manual,First,23.59,1364,67.05,5,6,8
2923,Mahindra Thar DI 4X4,2018,2500,Diesel,Manual,First,18.06,2523,63,7,8.25,5
2924,Land Rover Range Rover HSE Dynamic,2018,41661,Diesel,Automatic,First,12.7,2179,187.7,5,44.83,5
2925,BMW 3 Series 320d Highline,2011,64000,Diesel,Automatic,First,16.07,1995,181,5,10.5,12
2926,Hyundai Aent GLS,2008,80000,Petrol,Manual,Second,13.2,1495,94,5,1.9,15
2927,Maruti Celerio ZXI AT,2016,30000,Petrol,Automatic,Second,23.1,998,67.04,5,4.25,7
2928,Jaguar XF 2.2 Litre Luxury,2014,43000,Diesel,Automatic,Second,16.36,2179,187.7,5,26.5,9
2929,Audi A6 2.7 TDI,2013,90000,Diesel,Automatic,Second,12.4,2698,179.5,5,22.5,10
2930,Nissan Micra Diesel XV,2011,123880,Diesel,Manual,First,23.08,1461,63.1,5,3.3,12
2931,Honda Amaze S i-Vtech,2015,42000,Petrol,Manual,Second,18,1198,86.7,5,4.3,8
2932,Renault Duster 85PS Diesel RxL Option,2012,79824,Diesel,Manual,First,19.87,1461,83.8,5,5.25,11
2933,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,75000,Diesel,Manual,First,12.99,2494,100.6,8,11.75,8
2934,Honda Amaze E i-Vtech,2014,72411,Petrol,Manual,First,18,1198,86.7,5,4.25,9
2935,Mercedes-Benz New C-Class C 250 CDI Elegance,2012,63000,Diesel,Automatic,First,14.94,2143,204,5,14.22,11
2936,Toyota Etios Liva G,2015,53713,Petrol,Manual,First,17.71,1197,78.9,5,4.2,8
2937,Toyota Innova Crysta 2.8 GX AT 8S,2017,18000,Diesel,Automatic,First,11.36,2755,171.5,8,18.25,6
2938,Mercedes-Benz New C-Class 200 CDI Elegance,2013,51000,Diesel,Manual,First,15.8,2148,170,5,18.5,10
2939,Maruti Swift VXI BSIII,2008,86700,Petrol,Manual,Second,16.1,1298,88.2,5,2.4,15
2940,Maruti Baleno Alpha 1.3,2016,29000,Diesel,Manual,First,27.39,1248,74,5,6.5,7
2941,Hyundai Santro Xing GL Plus LPG,2014,56000,LPG,Manual,First,13.45,1086,62.1,5,3.2,9
2942,Maruti Celerio VXI AT,2015,33000,Petrol,Automatic,First,23.1,998,67.04,5,3.99,8
2943,Ford Ecosport 1.5 DV5 MT Ambiente,2014,64394,Diesel,Manual,First,22.7,1498,89.84,5,5.45,9
2944,Tata Manza Aura Quadrajet,2010,76000,Diesel,Manual,First,18.8,1248,90,5,2.7,13
2945,Honda Jazz 1.5 SV i DTEC,2016,48719,Diesel,Manual,First,27.3,1498,98.6,5,6.25,7
2946,Mahindra XUV500 W8 2WD,2016,59711,Diesel,Manual,First,15.1,2179,140,7,13.28,7
2947,Nissan Micra Diesel XV Premium,2012,83000,Diesel,Manual,First,23.08,1461,63.1,5,3.7,11
2948,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,10714,Diesel,Automatic,First,19.27,2143,167.62,5,39.51,5
2949,Tata Manza Aura Plus Quadrajet BS IV,2010,127510,Diesel,Manual,Second,19,1248,90,5,1.4,13
2950,Maruti Swift VDI,2014,35010,Diesel,Manual,First,22.9,1248,74,5,3.5,9
2951,Maruti Swift Dzire 1.2 Lxi BSIV,2012,75451,Petrol,Manual,First,17.5,1197,85.8,5,3.78,11
2952,Tata Indigo eCS LS (TDI) BS-III,2015,83000,Diesel,Manual,First,19.09,1405,69.01,5,2.7,8
2953,Honda Amaze S i-Dtech,2013,38755,Diesel,Manual,First,25.8,1498,98.6,5,3.2,10
2954,Maruti Swift VXI BSIV,2016,30000,Petrol,Manual,First,20.4,1197,81.8,5,5,7
2955,Maruti Ertiga ZDI,2012,40000,Diesel,Manual,First,20.77,1248,88.8,7,7,11
2956,Hyundai Grand i10 Era,2014,19500,Petrol,Manual,Second,18.9,1197,82,5,2.85,9
2957,Nissan Micra Active XV,2016,41000,Petrol,Manual,First,19.69,1198,67.04,5,4.25,7
2958,Hyundai Grand i10 Asta Option,2014,30000,Petrol,Manual,Second,18.9,1197,82,5,4.9,9
2959,Jeep Compass 2.0 Sport,2017,37000,Diesel,Manual,First,17.1,1956,170,5,16.9,6
2960,Volkswagen Polo Diesel Comfortline 1.2L,2014,62000,Diesel,Manual,Second,22.07,1199,73.9,5,4.25,9
2961,Honda Amaze S AT i-Vtech,2015,42023,Petrol,Automatic,First,15.5,1198,86.7,5,4.34,8
2962,BMW X3 xDrive20d Advantage Edition,2012,51001,Diesel,Automatic,First,16.09,1995,184,5,17,11
2963,BMW 3 Series 320d Luxury Line,2017,55389,Diesel,Automatic,First,18.88,1995,184,5,28.45,6
2964,Honda City V AT,2014,46728,Petrol,Automatic,First,15.6,1497,116.3,5,6.15,9
2965,Mahindra Ssangyong Rexton RX5,2014,58995,Diesel,Manual,First,12.83,2696,162,7,9.25,9
2966,Maruti Swift Dzire LDI,2015,37857,Diesel,Manual,First,26.59,1248,74,5,4.85,8
2967,Maruti Swift VDI BSIV,2014,71000,Diesel,Manual,First,25.2,1248,74,5,4.8,9
2968,Honda Brio S Option MT,2012,49024,Petrol,Manual,First,18.4,1198,86.8,5,2.3,11
2969,Hyundai Grand i10 Sportz,2016,10770,Petrol,Manual,First,18.9,1197,82,5,4.75,7
2970,Tata Zest Quadrajet 1.3 75PS XM,2017,72000,Diesel,Manual,First,22.95,1248,74,5,5,6
2971,Hyundai EON Era Plus,2015,91000,Petrol,Manual,First,21.1,814,55.2,5,2.5,8
2972,Hyundai i20 1.2 Spotz,2017,14000,Petrol,Manual,First,18.6,1197,81.83,5,5.95,6
2973,Volvo S60 D4 KINETIC,2014,48000,Diesel,Automatic,Second,9,1984,181,5,16,9
2974,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,75136,Diesel,Manual,First,22.7,1498,89.84,5,6.15,9
2975,Maruti Ritz VXI,2014,32500,Petrol,Manual,Second,21.1,1197,85.8,5,4.05,9
2976,Hyundai i20 1.4 CRDi Magna,2010,94500,Diesel,Manual,Second,21.9,1396,90,5,3.1,13
2977,Maruti Dzire VXI,2013,34900,Petrol,Manual,First,22,1197,81.8,5,5.49,10
2978,Porsche Panamera 2010 2013 4S,2010,42400,Petrol,Automatic,Third,8,4806,394.3,4,42.91,13
2979,Maruti Swift VDi BSIII W/ ABS,2015,50000,Diesel,Manual,First,17.8,1248,75,5,5.7,8
2980,Honda Brio S MT,2014,35000,Petrol,Manual,First,19.4,1198,86.8,5,2.85,9
2981,Chevrolet Beat LS,2012,37000,Petrol,Manual,Second,18.6,1199,79.4,5,2.35,11
2982,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,32807,Petrol,Automatic,First,13,1591,121.3,5,14.76,5
2983,Honda City ZX GXi,2008,119000,Petrol,Manual,Second,17.7,1497,78,5,2.25,15
2984,Maruti Ritz LXi,2016,12000,Petrol,Manual,First,18.5,1197,85.8,5,3.65,7
2985,Ford EcoSport 1.5 TDCi Trend,2016,46727,Diesel,Manual,First,22.77,1498,98.59,5,7.25,7
2986,BMW 3 Series 320d,2010,73336,Diesel,Automatic,First,13.2,1995,170,5,10.69,13
2987,Hyundai Verna 1.6 SX VTVT,2014,9000,Petrol,Manual,Second,17.01,1591,121.3,5,5.5,9
2988,Toyota Innova 2.5 G4 Diesel 8-seater,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494,102,8,5.1,18
2989,Maruti Wagon R LXI,2014,25422,Petrol,Manual,First,22.5,998,67.04,5,3.25,9
2990,Maruti Ertiga VDI,2018,14000,Diesel,Manual,First,25.47,1248,88.5,7,9.25,5
2991,Maruti Alto LXi BSIII,2008,66000,Petrol,Manual,First,19.7,796,46.3,5,1.7,15
2992,Maruti A-Star Vxi,2010,55324,Petrol,Manual,First,19,998,66.1,5,2.87,13
2993,BMW X5 3.0d,2009,90000,Diesel,Automatic,First,11,2993,235,5,17.75,14
2994,Mahindra KUV 100 G80 K6 Plus 5Str,2017,43000,Petrol,Manual,First,18.15,1198,82,5,4.5,6
2995,Hyundai i10 Magna AT,2008,58483,Petrol,Automatic,Second,19.2,1197,80,5,2.95,15
2996,Honda Civic 2006-2010 1.8 S AT,2007,93000,Petrol,Automatic,Second,12.9,1799,130,5,2.6,16
2997,Hyundai i10 Sportz 1.2,2010,50000,Petrol,Manual,First,20.36,1197,78.9,5,3,13
2998,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2014,78616,Diesel,Automatic,Second,14.84,2143,170,5,15.5,9
2999,Toyota Etios G,2011,37000,Petrol,Manual,First,17.6,1496,88.73,5,2.8,12
3000,Honda City 1.5 E MT,2010,54801,Petrol,Manual,First,17,1497,118,5,2.5,13
3001,Maruti Swift Dzire VDI,2014,29000,Diesel,Manual,First,23.4,1248,74,5,5.75,9
3002,Maruti Swift VXI,2010,68000,Petrol,Manual,First,22,1197,81.8,5,2.8,13
3003,Hyundai Verna 1.6 EX VTVT,2014,58000,Petrol,Manual,First,17.01,1591,121.3,5,4.59,9
3004,Maruti Ritz VDi,2012,64290,Diesel,Manual,First,23.2,1248,73.94,5,3.65,11
3005,Toyota Fortuner 4x2 Manual,2015,31000,Diesel,Manual,First,13,2982,168.5,7,19.85,8
3006,Jeep Compass 2.0 Limited,2018,16039,Diesel,Manual,First,17.1,1956,170,5,18.5,5
3007,Hyundai i20 Asta Option 1.2,2017,19860,Petrol,Manual,First,18.6,1197,81.83,5,6.95,6
3008,Maruti Wagon R LXI CNG,2014,48500,CNG,Manual,Second,26.6,998,58.16,5,2.85,9
3009,Tata New Safari DICOR 2.2 EX 4x4 BS IV,2012,75391,Diesel,Manual,First,13.93,2179,138,7,3.75,11
3010,Maruti Swift Dzire LDi,2008,78000,Diesel,Manual,Second,19.3,1248,73.9,5,2.3,15
3011,Tata Indigo eCS eLS BS IV,2016,78000,Diesel,Manual,First,25,1396,69.01,5,2.3,7
3012,Maruti Swift LDI,2016,52000,Diesel,Manual,First,28.4,1248,74,5,5.95,7
3013,Maruti Celerio VXI AT,2016,30000,Petrol,Automatic,First,23.1,998,67.04,5,3.49,7
3014,BMW 5 Series 2013-2017 530d M Sport,2016,19254,Diesel,Automatic,First,14.69,2993,258,5,47.7,7
3015,Volkswagen Polo 1.2 MPI Highline,2015,29651,Petrol,Manual,First,16.47,1198,74,5,6.43,8
3016,Tata Safari DICOR 2.2 LX 4x2,2011,80000,Diesel,Manual,First,13.93,2179,138.03,7,4.5,12
3017,Mini Cooper S Carbon Edition,2018,2971,Petrol,Automatic,First,13.6,1598,181,4,39.75,5
3018,Ford Figo Petrol Titanium,2015,21400,Petrol,Manual,First,15.6,1196,70,5,4,8
3019,Honda City i DTEC V,2015,77000,Diesel,Manual,First,26,1498,98.6,5,6.98,8
3020,Hyundai Tucson CRDi,2006,80000,Diesel,Manual,Second,12.6,1991,112,7,1.75,17
3021,Skoda Laura Ambiente 2.0 TDI CR MT,2013,81755,Diesel,Manual,First,20,1968,108.5,5,4.75,10
3022,Toyota Fortuner 3.0 Diesel,2016,99593,Diesel,Manual,First,11.5,2982,171,7,23.5,7
3023,Hyundai Verna 1.6 SX,2014,39791,Diesel,Manual,First,22.32,1582,126.32,5,7.49,9
3024,Mahindra XUV500 W6 2WD,2015,113000,Diesel,Manual,First,15.1,2179,140,7,10.85,8
3025,Renault KWID RXT,2017,24000,Petrol,Manual,First,25.17,799,53.3,5,3.5,6
3026,Hyundai i20 Asta 1.2,2015,39000,Petrol,Manual,Second,18.6,1197,81.83,5,6.3,8
3027,Honda City V AT,2012,37000,Petrol,Automatic,First,15.6,1497,116.3,5,6.75,11
3028,Ford Endeavour 3.2 Titanium AT 4X4,2017,61108,Diesel,Automatic,First,10.91,3198,197,7,28.88,6
3029,Skoda Superb Elegance 1.8 TSI AT,2016,61648,Petrol,Automatic,First,13.7,1798,157.75,5,14.23,7
3030,BMW 3 Series 320d Sport,2012,37000,Diesel,Automatic,Third,22.69,1995,190,5,15,11
3031,Maruti Ertiga VXI CNG,2013,53000,CNG,Manual,First,22.8,1373,80.9,7,5.8,10
3032,Maruti Ritz LDi,2013,65000,Diesel,Manual,First,23.2,1248,73.94,5,3.75,10
3033,Hyundai Santro Xing XP,2005,120000,Petrol,Manual,First,0,1086,null ,5,1.15,18
3034,Toyota Fortuner 3.0 Diesel,2011,148009,Diesel,Manual,Second,11.5,2982,171,7,12.75,12
3035,Maruti Swift Lxi BSIII,2009,53001,Petrol,Manual,First,16.1,1298,88.2,5,1.95,14
3036,Tata Tigor 1.2 Revotron XT,2018,22345,Petrol,Manual,First,20.3,1199,84,5,4.95,5
3037,Honda City i VTEC CVT VX,2015,50000,Petrol,Automatic,First,18,1497,117.3,5,8.25,8
3038,BMW 3 Series 320d,2013,48183,Diesel,Automatic,First,13.2,1995,170,5,20.99,10
3039,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2010,93000,Diesel,Automatic,Second,14.21,2143,203,5,17.5,13
3040,Maruti Swift VDI,2015,53500,Diesel,Manual,First,28.4,1248,74,5,5.36,8
3041,Maruti Ertiga VXI,2014,17585,Petrol,Manual,First,16.02,1373,93.7,7,6.35,9
3042,Hyundai Verna 1.6 VTVT,2011,36226,Petrol,Manual,First,17.01,1591,121.3,5,2.95,12
3043,Land Rover Discovery Sport TD4 HSE,2019,25899,Diesel,Automatic,First,12.63,2179,147.5,5,55.7,4
3044,Hyundai Santro Xing GL,2009,60170,Petrol,Manual,First,0,1086,62,5,1.15,14
3045,Mercedes-Benz New C-Class C 220 CDI Style,2017,11200,Diesel,Automatic,First,19.27,2143,167.62,5,37.5,6
3046,Hyundai i10 Magna 1.2,2017,49045,Petrol,Manual,First,20.36,1197,78.9,5,4.07,6
3047,Volkswagen Polo Diesel Comfortline 1.2L,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5,2.99,11
3048,Maruti Vitara Brezza VDi Option,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5,7.9,6
3049,Renault Duster 85PS Diesel RxL,2016,36600,Diesel,Manual,First,19.87,1461,83.8,5,7.49,7
3050,Tata Indica Vista Aqua 1.3 Quadrajet,2009,117000,Diesel,Manual,First,18,1248,75,5,1.1,14
3051,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2016,16000,Diesel,Automatic,First,11.3,2987,254.8,7,56,7
3052,Hyundai Xcent 1.2 CRDi S,2016,50000,Diesel,Manual,First,25.4,1186,73.97,5,3.5,7
3053,Hyundai Verna CRDi SX ABS,2008,150000,Diesel,Manual,First,18.1,1493,110,5,3,15
3054,Hyundai Verna 1.6 SX VTVT,2014,11000,Petrol,Manual,First,17.01,1591,121.3,5,6.1,9
3055,Ford Figo Petrol ZXI,2010,102016,Petrol,Manual,First,15.6,1196,70,5,2.25,13
3056,Maruti Swift VDI Optional,2016,38000,Diesel,Manual,First,25.2,1248,74,5,5.95,7
3057,Renault Pulse RxL,2013,71491,Diesel,Manual,First,23.08,1461,63.12,5,4.95,10
3058,Volkswagen Polo 1.2 MPI Highline,2015,46354,Petrol,Manual,Second,16.47,1198,74,5,5.49,8
3059,BMW 3 Series 320d Luxury Line,2019,87000,Diesel,Automatic,First,22.69,1995,190,5,6.67,4
3060,Skoda Rapid 1.6 MPI Active,2015,20765,Petrol,Manual,First,15,1598,103.52,5,6.25,8
3061,Hyundai Santro GS,2005,58000,Petrol,Manual,Second,0,999,null ,5,1.51,18
3062,Audi Q7 3.0 TDI Quattro Premium Plus,2014,51076,Diesel,Automatic,First,12.07,2967,241.4,7,34.88,9
3063,Maruti Ciaz VDi Plus,2016,84085,Diesel,Manual,First,26.21,1248,88.5,5,6.9,7
3064,Honda City i DTEC VX,2014,55000,Diesel,Manual,First,25.1,1498,98.6,5,5.99,9
3065,Mercedes-Benz E-Class 2009-2013 E350 Petrol,2010,73000,Petrol,Automatic,First,10.93,3498,272,5,10.4,13
3066,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,2012,50001,Diesel,Automatic,First,14.57,2967,241.38,5,29,11
3067,Mahindra Xylo H4,2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7,5.85,7
3068,Honda City 1.5 EXI AT,2006,99583,Petrol,Automatic,Third,12,1493,100,5,2.21,17
3069,Maruti SX4 ZXI MT BSIV,2010,72000,Petrol,Manual,First,15.5,1586,103.3,5,2.4,13
3070,Toyota Corolla Altis G,2009,70000,Petrol,Manual,Third,14.53,1798,138.1,5,3,14
3071,Volkswagen Vento Petrol Highline AT,2012,61000,Petrol,Automatic,Second,14.4,1598,103.6,5,3.75,11
3072,Hyundai EON Era Plus,2015,66510,Petrol,Manual,First,21.1,814,55.2,5,2.95,8
3073,Skoda Laura Ambition 2.0 TDI CR MT,2011,84062,Diesel,Manual,First,20,1968,108.5,5,5.8,12
3074,Maruti Swift VDI,2012,80799,Diesel,Manual,First,22.9,1248,74,5,4.9,11
3075,Toyota Corolla Altis 1.8 VL CVT,2018,5000,Petrol,Automatic,First,14.28,1798,138.03,5,16.95,5
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,92000,Diesel,Manual,First,12.99,2494,100,8,12.5,10
3077,Tata Tiago Wizz 1.05 Revotorq,2017,53000,Diesel,Manual,First,27.28,1047,69,5,5,6
3078,Skoda Rapid 1.6 MPI Ambition,2015,39822,Petrol,Manual,First,15.41,1598,103.52,5,4.68,8
3079,Ford Endeavour 3.2 Titanium AT 4X4,2016,29000,Diesel,Automatic,First,10.91,3198,197,7,29.8,7
3080,Renault KWID RXL,2017,24214,Petrol,Manual,Second,25.17,799,53.3,5,3.46,6
3081,Hyundai i20 1.4 Asta CRDi with AVN,2012,75000,Diesel,Manual,First,23,1396,90,5,4,11
3082,Skoda Laura Ambiente,2012,77216,Diesel,Manual,Second,17.5,1896,106,5,4.5,11
3083,Toyota Corolla Altis Diesel D4DG,2013,74290,Diesel,Manual,First,21.43,1364,87.2,5,5.87,10
3084,Mahindra Scorpio S8 8 Seater,2015,61000,Diesel,Manual,First,15.4,2179,120,8,9.5,8
3085,Audi Q5 2.0 TDI Premium Plus,2013,44000,Diesel,Automatic,First,14.16,1968,174.3,5,32.5,10
3086,Chevrolet Enjoy TCDi LS 8 Seater,2014,74041,Diesel,Manual,First,18.2,1248,73.8,8,3.88,9
3087,BMW 3 Series 320d,2013,85846,Diesel,Automatic,First,22.69,1995,190,5,13.08,10
3088,Nissan Sunny 2011-2014 Diesel XV,2012,52000,Diesel,Manual,First,21.64,1461,84.8,5,3.5,11
3089,Honda Aord 2.4 MT,2010,47000,Petrol,Manual,Second,12.8,2354,177.6,5,3.5,13
3090,Hyundai Verna CRDi,2010,72010,Diesel,Manual,First,16.8,1493,110,5,4.45,13
3091,Maruti Omni E MPI STD BS IV,2015,15000,Petrol,Manual,First,16.8,796,34.2,8,2.35,8
3092,Honda City i VTEC SV,2015,480000,Petrol,Manual,First,17.4,1497,117.3,5,5,8
3093,Audi A7 2011-2015 Sportback,2012,24720,Diesel,Automatic,Second,0,2967,241.4,5,28,11
3094,Ford Fiesta 1.4 ZXi Leather,2007,75000,Petrol,Manual,Second,16.6,1388,68,5,2,16
3095,Hyundai i20 1.4 Asta,2015,57000,Diesel,Manual,First,22.54,1396,88.73,5,6.35,8
3096,Mercedes-Benz E-Class E250 CDI Avantgrade,2015,41057,Diesel,Automatic,First,13,2143,201.1,5,24.63,8
3097,Maruti Wagon R LXI CNG,2012,92000,CNG,Manual,Second,26.2,998,58.2,5,3,11
3098,Ford EcoSport 1.5 TDCi Trend Plus,2016,20000,Diesel,Manual,First,22.77,1498,98.59,5,7.9,7
3099,Hyundai i20 1.2 Magna,2011,52359,Petrol,Manual,First,18.5,1197,80,5,3.25,12
3100,Honda City i VTEC V,2016,17000,Petrol,Manual,Second,17.8,1497,117.3,5,8.25,7
3101,Nissan Micra Diesel XV,2011,39002,Diesel,Manual,First,23.08,1461,63.1,5,2.85,12
3102,Ford Figo Diesel EXI,2010,129986,Diesel,Manual,Second,20,1399,68,5,3.2,13
3103,Nissan Micra XL,2013,45000,Petrol,Manual,First,18.44,1198,75,5,1.75,10
3104,Maruti Swift VDI BSIV,2013,41300,Diesel,Manual,First,17.8,1248,null ,5,3.38,10
3105,Honda Aord 2.4 MT,2009,82002,Petrol,Manual,Second,12.8,2354,177.6,5,5.75,14
3106,Skoda Superb Elegance 1.8 TSI AT,2010,67000,Petrol,Automatic,First,13.7,1798,157.75,5,4.7,13
3107,Maruti Omni 8 Seater BSIV,2017,21260,Petrol,Manual,First,14,796,35,5,2.9,6
3108,Hyundai i20 Magna Optional 1.4 CRDi,2012,55362,Diesel,Manual,First,21.9,1396,88.8,5,4.25,11
